marker_id	genomes_found	status
166245at5125	6	OK
166248at5125	6	OK
166250at5125	6	OK
166288at5125	6	OK
166322at5125	6	OK
166371at5125	6	OK
166384at5125	6	OK
166414at5125	6	OK
166423at5125	6	OK
166485at5125	6	OK
166533at5125	6	OK
166537at5125	6	OK
166549at5125	6	OK
166587at5125	6	OK
166628at5125	6	OK
166753at5125	6	OK
166761at5125	6	OK
166762at5125	6	OK
166766at5125	6	OK
166798at5125	6	OK
1667at5125	6	OK
166802at5125	6	OK
166815at5125	6	OK
166819at5125	6	OK
166847at5125	6	OK
166969at5125	6	OK
166980at5125	6	OK
166982at5125	6	OK
167022at5125	6	OK
167056at5125	6	OK
167093at5125	6	OK
167122at5125	6	OK
167188at5125	6	OK
167197at5125	6	OK
167295at5125	6	OK
167343at5125	6	OK
167364at5125	6	OK
167407at5125	6	OK
167423at5125	6	OK
167438at5125	6	OK
167458at5125	6	OK
167468at5125	6	OK
167501at5125	6	OK
167575at5125	6	OK
167616at5125	6	OK
167635at5125	6	OK
167651at5125	6	OK
167682at5125	6	OK
167715at5125	6	OK
167742at5125	6	OK
167802at5125	6	OK
167858at5125	6	OK
167865at5125	6	OK
167888at5125	6	OK
167949at5125	6	OK
16795at5125	6	OK
168018at5125	6	OK
168073at5125	6	OK
168120at5125	6	OK
168133at5125	6	OK
168155at5125	6	OK
168213at5125	6	OK
168222at5125	6	OK
168224at5125	6	OK
168254at5125	6	OK
168294at5125	6	OK
168384at5125	6	OK
168410at5125	6	OK
168429at5125	6	OK
168442at5125	6	OK
168447at5125	6	OK
168579at5125	6	OK
168616at5125	6	OK
168621at5125	6	OK
168688at5125	6	OK
168712at5125	6	OK
168749at5125	6	OK
168782at5125	6	OK
168804at5125	6	OK
168819at5125	6	OK
168857at5125	6	OK
168897at5125	6	OK
168910at5125	6	OK
168983at5125	6	OK
168990at5125	6	OK
169002at5125	6	OK
169162at5125	6	OK
169205at5125	6	OK
169207at5125	6	OK
169282at5125	6	OK
169411at5125	6	OK
169418at5125	6	OK
169465at5125	6	OK
169475at5125	6	OK
169487at5125	6	OK
169530at5125	6	OK
169582at5125	6	OK
169629at5125	6	OK
169669at5125	6	OK
169678at5125	6	OK
169680at5125	6	OK
169685at5125	6	OK
169723at5125	6	OK
169814at5125	6	OK
169905at5125	6	OK
169970at5125	6	OK
169976at5125	6	OK
169978at5125	6	OK
169985at5125	6	OK
170037at5125	6	OK
170050at5125	6	OK
170089at5125	6	OK
170120at5125	6	OK
170121at5125	6	OK
170131at5125	6	OK
170132at5125	6	OK
170143at5125	6	OK
170147at5125	6	OK
170149at5125	6	OK
170199at5125	6	OK
170211at5125	6	OK
170226at5125	6	OK
170249at5125	6	OK
170297at5125	6	OK
170366at5125	6	OK
170372at5125	6	OK
170435at5125	6	OK
170488at5125	6	OK
170530at5125	6	OK
170560at5125	6	OK
170573at5125	6	OK
170581at5125	6	OK
170594at5125	6	OK
170607at5125	6	OK
170630at5125	6	OK
170639at5125	6	OK
170661at5125	6	OK
170683at5125	6	OK
170704at5125	6	OK
170726at5125	6	OK
170742at5125	6	OK
170827at5125	6	OK
170842at5125	6	OK
170843at5125	6	OK
170867at5125	6	OK
170879at5125	6	OK
170909at5125	6	OK
170956at5125	6	OK
170967at5125	6	OK
170975at5125	6	OK
171001at5125	6	OK
171040at5125	6	OK
171080at5125	6	OK
171105at5125	6	OK
171114at5125	6	OK
171217at5125	6	OK
171222at5125	6	OK
171237at5125	6	OK
171239at5125	6	OK
171242at5125	6	OK
171267at5125	6	OK
171303at5125	6	OK
171324at5125	6	OK
171343at5125	6	OK
171374at5125	6	OK
171431at5125	6	OK
171475at5125	6	OK
171538at5125	6	OK
171553at5125	6	OK
171555at5125	6	OK
171556at5125	6	OK
171558at5125	6	OK
171567at5125	6	OK
171602at5125	6	OK
171619at5125	6	OK
171648at5125	6	OK
171651at5125	6	OK
171676at5125	6	OK
171683at5125	6	OK
171700at5125	6	OK
171763at5125	6	OK
171815at5125	6	OK
171887at5125	6	OK
171971at5125	6	OK
171989at5125	6	OK
172016at5125	6	OK
172037at5125	6	OK
172069at5125	6	OK
172099at5125	6	OK
172153at5125	6	OK
172166at5125	6	OK
172183at5125	6	OK
172219at5125	6	OK
172250at5125	6	OK
172292at5125	6	OK
172332at5125	6	OK
172371at5125	6	OK
172379at5125	6	OK
172393at5125	6	OK
172395at5125	6	OK
172407at5125	6	OK
172443at5125	6	OK
172445at5125	6	OK
172478at5125	6	OK
172493at5125	6	OK
172496at5125	6	OK
172525at5125	6	OK
172569at5125	6	OK
172585at5125	6	OK
172616at5125	6	OK
172619at5125	6	OK
172679at5125	6	OK
172680at5125	6	OK
172691at5125	6	OK
172728at5125	6	OK
172742at5125	6	OK
172757at5125	6	OK
172843at5125	6	OK
172848at5125	6	OK
172851at5125	6	OK
172878at5125	6	OK
172891at5125	6	OK
172896at5125	6	OK
172946at5125	6	OK
172978at5125	6	OK
172981at5125	6	OK
173042at5125	6	OK
173046at5125	6	OK
173074at5125	6	OK
173080at5125	6	OK
173197at5125	6	OK
173242at5125	6	OK
17326at5125	6	OK
173277at5125	6	OK
173307at5125	6	OK
173315at5125	6	OK
173335at5125	6	OK
173344at5125	6	OK
173363at5125	6	OK
173373at5125	6	OK
173416at5125	6	OK
173430at5125	6	OK
173436at5125	6	OK
173461at5125	6	OK
173466at5125	6	OK
173487at5125	6	OK
173562at5125	6	OK
173587at5125	6	OK
173599at5125	6	OK
173613at5125	6	OK
173625at5125	6	OK
173636at5125	6	OK
173688at5125	6	OK
173731at5125	6	OK
173737at5125	6	OK
173785at5125	6	OK
173794at5125	6	OK
173817at5125	6	OK
173819at5125	6	OK
173843at5125	6	OK
173863at5125	6	OK
173880at5125	6	OK
173888at5125	6	OK
173893at5125	6	OK
173896at5125	6	OK
173898at5125	6	OK
173929at5125	6	OK
173947at5125	6	OK
173960at5125	6	OK
173964at5125	6	OK
173992at5125	6	OK
174000at5125	6	OK
174012at5125	6	OK
174046at5125	6	OK
174060at5125	6	OK
174062at5125	6	OK
174106at5125	6	OK
174130at5125	6	OK
174131at5125	6	OK
174146at5125	6	OK
174148at5125	6	OK
174261at5125	6	OK
174291at5125	6	OK
174305at5125	6	OK
174321at5125	6	OK
174344at5125	6	OK
174382at5125	6	OK
174415at5125	6	OK
174421at5125	6	OK
174457at5125	6	OK
174527at5125	6	OK
174539at5125	6	OK
174550at5125	6	OK
174557at5125	6	OK
174559at5125	6	OK
174576at5125	6	OK
174678at5125	6	OK
174696at5125	6	OK
174700at5125	6	OK
174722at5125	6	OK
174745at5125	6	OK
174774at5125	6	OK
174795at5125	6	OK
174806at5125	6	OK
174815at5125	6	OK
174883at5125	6	OK
174884at5125	6	OK
174963at5125	6	OK
175003at5125	6	OK
175062at5125	6	OK
175064at5125	6	OK
175088at5125	6	OK
175093at5125	6	OK
175097at5125	6	OK
175136at5125	6	OK
175161at5125	6	OK
175175at5125	6	OK
175206at5125	6	OK
175215at5125	6	OK
175228at5125	6	OK
17522at5125	6	OK
175253at5125	6	OK
175267at5125	6	OK
175320at5125	6	OK
175352at5125	6	OK
175362at5125	6	OK
175370at5125	6	OK
175381at5125	6	OK
175414at5125	6	OK
175417at5125	6	OK
175475at5125	6	OK
175492at5125	6	OK
175516at5125	6	OK
175525at5125	6	OK
175600at5125	6	OK
175610at5125	6	OK
175651at5125	6	OK
175726at5125	6	OK
175737at5125	6	OK
175785at5125	6	OK
175786at5125	6	OK
175799at5125	6	OK
175802at5125	6	OK
175820at5125	6	OK
175828at5125	6	OK
175857at5125	6	OK
175878at5125	6	OK
175921at5125	6	OK
175922at5125	6	OK
175924at5125	6	OK
175946at5125	6	OK
175948at5125	6	OK
175949at5125	6	OK
175985at5125	6	OK
175987at5125	6	OK
176029at5125	6	OK
176038at5125	6	OK
176054at5125	6	OK
176071at5125	6	OK
176156at5125	6	OK
176172at5125	6	OK
176182at5125	6	OK
176249at5125	6	OK
176258at5125	6	OK
176259at5125	6	OK
176272at5125	6	OK
176307at5125	6	OK
176311at5125	6	OK
176322at5125	6	OK
176443at5125	6	OK
176471at5125	6	OK
176491at5125	6	OK
176503at5125	6	OK
176507at5125	6	OK
176520at5125	6	OK
176523at5125	6	OK
176599at5125	6	OK
176646at5125	6	OK
176713at5125	6	OK
176723at5125	6	OK
176741at5125	6	OK
176762at5125	6	OK
176785at5125	6	OK
176788at5125	6	OK
176799at5125	6	OK
17680at5125	6	OK
176811at5125	6	OK
176871at5125	6	OK
176904at5125	6	OK
176948at5125	6	OK
176961at5125	6	OK
176993at5125	6	OK
177036at5125	6	OK
177039at5125	6	OK
177122at5125	6	OK
177147at5125	6	OK
177183at5125	6	OK
177189at5125	6	OK
177222at5125	6	OK
177230at5125	6	OK
177231at5125	6	OK
177232at5125	6	OK
177241at5125	6	OK
177259at5125	6	OK
177278at5125	6	OK
177290at5125	6	OK
177342at5125	6	OK
177353at5125	6	OK
177371at5125	6	OK
177415at5125	6	OK
177426at5125	6	OK
177444at5125	6	OK
177455at5125	6	OK
177457at5125	6	OK
177544at5125	6	OK
177559at5125	6	OK
177564at5125	6	OK
177567at5125	6	OK
177586at5125	6	OK
177630at5125	6	OK
177728at5125	6	OK
177762at5125	6	OK
177766at5125	6	OK
177767at5125	6	OK
177818at5125	6	OK
177827at5125	6	OK
177853at5125	6	OK
177863at5125	6	OK
177880at5125	6	OK
177906at5125	6	OK
177916at5125	6	OK
177931at5125	6	OK
177942at5125	6	OK
177945at5125	6	OK
177959at5125	6	OK
177981at5125	6	OK
178012at5125	6	OK
178040at5125	6	OK
178061at5125	6	OK
178094at5125	6	OK
178097at5125	6	OK
178105at5125	6	OK
178119at5125	6	OK
178137at5125	6	OK
178139at5125	6	OK
178155at5125	6	OK
178166at5125	6	OK
178227at5125	6	OK
178240at5125	6	OK
178276at5125	6	OK
178324at5125	6	OK
178327at5125	6	OK
178344at5125	6	OK
178361at5125	6	OK
178375at5125	6	OK
178441at5125	6	OK
178476at5125	6	OK
178523at5125	6	OK
178535at5125	6	OK
178576at5125	6	OK
178597at5125	6	OK
178606at5125	6	OK
178610at5125	6	OK
178650at5125	6	OK
178718at5125	6	OK
178764at5125	6	OK
178804at5125	6	OK
178886at5125	6	OK
178921at5125	6	OK
178923at5125	6	OK
178941at5125	6	OK
178944at5125	6	OK
179026at5125	6	OK
179037at5125	6	OK
179097at5125	6	OK
179134at5125	6	OK
179152at5125	6	OK
179153at5125	6	OK
179174at5125	6	OK
179189at5125	6	OK
179206at5125	6	OK
179223at5125	6	OK
179304at5125	6	OK
179322at5125	6	OK
179382at5125	6	OK
179401at5125	6	OK
179413at5125	6	OK
179419at5125	6	OK
179428at5125	6	OK
179459at5125	6	OK
179505at5125	6	OK
179554at5125	6	OK
179587at5125	6	OK
179591at5125	6	OK
179593at5125	6	OK
179610at5125	6	OK
179628at5125	6	OK
179633at5125	6	OK
179675at5125	6	OK
179756at5125	6	OK
179758at5125	6	OK
179762at5125	6	OK
179871at5125	6	OK
179888at5125	6	OK
179962at5125	6	OK
179971at5125	6	OK
179973at5125	6	OK
179990at5125	6	OK
180025at5125	6	OK
180064at5125	6	OK
180078at5125	6	OK
180082at5125	6	OK
18011at5125	6	OK
180124at5125	6	OK
180143at5125	6	OK
180173at5125	6	OK
180249at5125	6	OK
180250at5125	6	OK
180318at5125	6	OK
180376at5125	6	OK
180445at5125	6	OK
180530at5125	6	OK
180553at5125	6	OK
180576at5125	6	OK
180624at5125	6	OK
180666at5125	6	OK
180822at5125	6	OK
180908at5125	6	OK
181030at5125	6	OK
181220at5125	6	OK
182804at5125	6	OK
182897at5125	6	OK
182918at5125	6	OK
182989at5125	6	OK
182999at5125	6	OK
183061at5125	6	OK
183164at5125	6	OK
183168at5125	6	OK
183171at5125	6	OK
183175at5125	6	OK
183377at5125	6	OK
183457at5125	6	OK
183521at5125	6	OK
183561at5125	6	OK
183614at5125	6	OK
183626at5125	6	OK
183782at5125	6	OK
183796at5125	6	OK
183819at5125	6	OK
183865at5125	6	OK
183897at5125	6	OK
183976at5125	6	OK
184069at5125	6	OK
184193at5125	6	OK
184197at5125	6	OK
184229at5125	6	OK
184300at5125	6	OK
184393at5125	6	OK
184476at5125	6	OK
184484at5125	6	OK
184544at5125	6	OK
184561at5125	6	OK
184612at5125	6	OK
184693at5125	6	OK
18472at5125	6	OK
184752at5125	6	OK
184768at5125	6	OK
184994at5125	6	OK
185058at5125	6	OK
185075at5125	6	OK
185107at5125	6	OK
185156at5125	6	OK
185264at5125	6	OK
185313at5125	6	OK
185317at5125	6	OK
185362at5125	6	OK
185388at5125	6	OK
185394at5125	6	OK
185410at5125	6	OK
185567at5125	6	OK
185583at5125	6	OK
185656at5125	6	OK
185840at5125	6	OK
185894at5125	6	OK
185977at5125	6	OK
186030at5125	6	OK
186048at5125	6	OK
186270at5125	6	OK
186273at5125	6	OK
186300at5125	6	OK
186342at5125	6	OK
186387at5125	6	OK
186393at5125	6	OK
186423at5125	6	OK
186434at5125	6	OK
186484at5125	6	OK
186540at5125	6	OK
186697at5125	6	OK
186777at5125	6	OK
186797at5125	6	OK
186889at5125	6	OK
186956at5125	6	OK
187114at5125	6	OK
187129at5125	6	OK
187205at5125	6	OK
187222at5125	6	OK
187285at5125	6	OK
187298at5125	6	OK
187359at5125	6	OK
187461at5125	6	OK
187480at5125	6	OK
187488at5125	6	OK
187504at5125	6	OK
187533at5125	6	OK
187543at5125	6	OK
187547at5125	6	OK
187568at5125	6	OK
187581at5125	6	OK
187641at5125	6	OK
187755at5125	6	OK
187776at5125	6	OK
187793at5125	6	OK
187806at5125	6	OK
187890at5125	6	OK
187892at5125	6	OK
187913at5125	6	OK
188033at5125	6	OK
188140at5125	6	OK
188143at5125	6	OK
188183at5125	6	OK
188207at5125	6	OK
188286at5125	6	OK
188305at5125	6	OK
188349at5125	6	OK
188376at5125	6	OK
188560at5125	6	OK
188596at5125	6	OK
188618at5125	6	OK
188661at5125	6	OK
188731at5125	6	OK
188763at5125	6	OK
188849at5125	6	OK
188901at5125	6	OK
188926at5125	6	OK
188935at5125	6	OK
188976at5125	6	OK
189044at5125	6	OK
189094at5125	6	OK
189222at5125	6	OK
189293at5125	6	OK
189299at5125	6	OK
189332at5125	6	OK
189507at5125	6	OK
189623at5125	6	OK
189659at5125	6	OK
189660at5125	6	OK
189770at5125	6	OK
189810at5125	6	OK
189951at5125	6	OK
190097at5125	6	OK
190124at5125	6	OK
190197at5125	6	OK
190296at5125	6	OK
190298at5125	6	OK
190325at5125	6	OK
190395at5125	6	OK
190580at5125	6	OK
190666at5125	6	OK
190669at5125	6	OK
190696at5125	6	OK
190736at5125	6	OK
190757at5125	6	OK
190838at5125	6	OK
191124at5125	6	OK
191165at5125	6	OK
191183at5125	6	OK
191249at5125	6	OK
191303at5125	6	OK
191407at5125	6	OK
191408at5125	6	OK
191486at5125	6	OK
191618at5125	6	OK
191625at5125	6	OK
191739at5125	6	OK
191745at5125	6	OK
191786at5125	6	OK
191871at5125	6	OK
191891at5125	6	OK
191962at5125	6	OK
191986at5125	6	OK
191987at5125	6	OK
192027at5125	6	OK
192042at5125	6	OK
192089at5125	6	OK
192132at5125	6	OK
192205at5125	6	OK
192256at5125	6	OK
192292at5125	6	OK
192395at5125	6	OK
192649at5125	6	OK
192713at5125	6	OK
192816at5125	6	OK
192857at5125	6	OK
192877at5125	6	OK
192893at5125	6	OK
192949at5125	6	OK
192965at5125	6	OK
192988at5125	6	OK
193073at5125	6	OK
193166at5125	6	OK
193301at5125	6	OK
193406at5125	6	OK
193407at5125	6	OK
193439at5125	6	OK
193485at5125	6	OK
193587at5125	6	OK
193628at5125	6	OK
193637at5125	6	OK
193711at5125	6	OK
193733at5125	6	OK
193853at5125	6	OK
193985at5125	6	OK
194051at5125	6	OK
194080at5125	6	OK
194124at5125	6	OK
194148at5125	6	OK
194254at5125	6	OK
194361at5125	6	OK
194382at5125	6	OK
194397at5125	6	OK
194414at5125	6	OK
194467at5125	6	OK
194553at5125	6	OK
194568at5125	6	OK
194652at5125	6	OK
194740at5125	6	OK
194757at5125	6	OK
194785at5125	6	OK
194836at5125	6	OK
194854at5125	6	OK
194873at5125	6	OK
194952at5125	6	OK
194997at5125	6	OK
195037at5125	6	OK
195101at5125	6	OK
195152at5125	6	OK
195164at5125	6	OK
195203at5125	6	OK
195205at5125	6	OK
195281at5125	6	OK
195426at5125	6	OK
195452at5125	6	OK
195540at5125	6	OK
195627at5125	6	OK
195716at5125	6	OK
195719at5125	6	OK
195958at5125	6	OK
196071at5125	6	OK
196091at5125	6	OK
196158at5125	6	OK
196178at5125	6	OK
196194at5125	6	OK
196217at5125	6	OK
196387at5125	6	OK
196389at5125	6	OK
196603at5125	6	OK
196686at5125	6	OK
196710at5125	6	OK
196715at5125	6	OK
196727at5125	6	OK
196731at5125	6	OK
196761at5125	6	OK
196794at5125	6	OK
196877at5125	6	OK
196906at5125	6	OK
196943at5125	6	OK
196979at5125	6	OK
196998at5125	6	OK
196999at5125	6	OK
197053at5125	6	OK
197068at5125	6	OK
197120at5125	6	OK
197129at5125	6	OK
197145at5125	6	OK
197173at5125	6	OK
197178at5125	6	OK
197253at5125	6	OK
197264at5125	6	OK
197313at5125	6	OK
197337at5125	6	OK
197398at5125	6	OK
197462at5125	6	OK
197479at5125	6	OK
197491at5125	6	OK
197523at5125	6	OK
197636at5125	6	OK
197658at5125	6	OK
197724at5125	6	OK
197725at5125	6	OK
197746at5125	6	OK
197771at5125	6	OK
197780at5125	6	OK
197782at5125	6	OK
197849at5125	6	OK
197899at5125	6	OK
197921at5125	6	OK
197963at5125	6	OK
197968at5125	6	OK
197982at5125	6	OK
198052at5125	6	OK
198159at5125	6	OK
198224at5125	6	OK
198257at5125	6	OK
198259at5125	6	OK
198310at5125	6	OK
198345at5125	6	OK
198376at5125	6	OK
198636at5125	6	OK
198788at5125	6	OK
198823at5125	6	OK
198862at5125	6	OK
198909at5125	6	OK
198921at5125	6	OK
199009at5125	6	OK
199079at5125	6	OK
199186at5125	6	OK
199233at5125	6	OK
199312at5125	6	OK
199372at5125	6	OK
199382at5125	6	OK
199419at5125	6	OK
199456at5125	6	OK
199593at5125	6	OK
199674at5125	6	OK
199724at5125	6	OK
199879at5125	6	OK
199899at5125	6	OK
199971at5125	6	OK
200010at5125	6	OK
200142at5125	6	OK
200164at5125	6	OK
200235at5125	6	OK
200242at5125	6	OK
200245at5125	6	OK
20040at5125	6	OK
200518at5125	6	OK
200559at5125	6	OK
200612at5125	6	OK
200628at5125	6	OK
200645at5125	6	OK
200697at5125	6	OK
200751at5125	6	OK
200782at5125	6	OK
200910at5125	6	OK
201116at5125	6	OK
201225at5125	6	OK
201266at5125	6	OK
201302at5125	6	OK
201323at5125	6	OK
201351at5125	6	OK
201363at5125	6	OK
201373at5125	6	OK
201402at5125	6	OK
201436at5125	6	OK
201447at5125	6	OK
201452at5125	6	OK
20148at5125	6	OK
201505at5125	6	OK
201747at5125	6	OK
201831at5125	6	OK
201917at5125	6	OK
201961at5125	6	OK
201993at5125	6	OK
2019at5125	6	OK
202036at5125	6	OK
202087at5125	6	OK
202097at5125	6	OK
202111at5125	6	OK
202131at5125	6	OK
202148at5125	6	OK
202245at5125	6	OK
202256at5125	6	OK
202299at5125	6	OK
202406at5125	6	OK
202460at5125	6	OK
202461at5125	6	OK
202491at5125	6	OK
202556at5125	6	OK
202566at5125	6	OK
202672at5125	6	OK
202743at5125	6	OK
202792at5125	6	OK
202829at5125	6	OK
202921at5125	6	OK
202944at5125	6	OK
202954at5125	6	OK
202998at5125	6	OK
203025at5125	6	OK
203145at5125	6	OK
203184at5125	6	OK
203204at5125	6	OK
203210at5125	6	OK
203469at5125	6	OK
203508at5125	6	OK
203516at5125	6	OK
203550at5125	6	OK
203639at5125	6	OK
203657at5125	6	OK
203712at5125	6	OK
203716at5125	6	OK
203775at5125	6	OK
203828at5125	6	OK
203829at5125	6	OK
203914at5125	6	OK
204015at5125	6	OK
204017at5125	6	OK
204030at5125	6	OK
204130at5125	6	OK
204165at5125	6	OK
204247at5125	6	OK
204298at5125	6	OK
204319at5125	6	OK
204327at5125	6	OK
204387at5125	6	OK
204532at5125	6	OK
204606at5125	6	OK
204685at5125	6	OK
204852at5125	6	OK
204874at5125	6	OK
204967at5125	6	OK
204990at5125	6	OK
204996at5125	6	OK
205056at5125	6	OK
205087at5125	6	OK
205088at5125	6	OK
205135at5125	6	OK
205197at5125	6	OK
205212at5125	6	OK
205257at5125	6	OK
205272at5125	6	OK
205321at5125	6	OK
205416at5125	6	OK
205640at5125	6	OK
205747at5125	6	OK
205757at5125	6	OK
205809at5125	6	OK
205851at5125	6	OK
205972at5125	6	OK
205981at5125	6	OK
206043at5125	6	OK
206089at5125	6	OK
206104at5125	6	OK
206196at5125	6	OK
206609at5125	6	OK
206702at5125	6	OK
206952at5125	6	OK
206982at5125	6	OK
206999at5125	6	OK
207067at5125	6	OK
207293at5125	6	OK
207296at5125	6	OK
207350at5125	6	OK
207356at5125	6	OK
207372at5125	6	OK
207378at5125	6	OK
207475at5125	6	OK
207527at5125	6	OK
209086at5125	6	OK
20908at5125	6	OK
209555at5125	6	OK
210173at5125	6	OK
210838at5125	6	OK
210919at5125	6	OK
210931at5125	6	OK
210958at5125	6	OK
210978at5125	6	OK
210997at5125	6	OK
211003at5125	6	OK
211005at5125	6	OK
211008at5125	6	OK
211045at5125	6	OK
211046at5125	6	OK
211063at5125	6	OK
211074at5125	6	OK
211082at5125	6	OK
211089at5125	6	OK
211096at5125	6	OK
211097at5125	6	OK
211131at5125	6	OK
211148at5125	6	OK
211165at5125	6	OK
211193at5125	6	OK
211196at5125	6	OK
211199at5125	6	OK
211214at5125	6	OK
211217at5125	6	OK
211238at5125	6	OK
211269at5125	6	OK
211277at5125	6	OK
211278at5125	6	OK
211294at5125	6	OK
211308at5125	6	OK
211312at5125	6	OK
211319at5125	6	OK
211339at5125	6	OK
211343at5125	6	OK
211349at5125	6	OK
211361at5125	6	OK
211367at5125	6	OK
211374at5125	6	OK
211400at5125	6	OK
211429at5125	6	OK
211434at5125	6	OK
211442at5125	6	OK
211465at5125	6	OK
211468at5125	6	OK
211479at5125	6	OK
211484at5125	6	OK
211492at5125	6	OK
211530at5125	6	OK
211548at5125	6	OK
211587at5125	6	OK
211601at5125	6	OK
211620at5125	6	OK
211636at5125	6	OK
211655at5125	6	OK
211690at5125	6	OK
211711at5125	6	OK
211716at5125	6	OK
211720at5125	6	OK
211723at5125	6	OK
211726at5125	6	OK
211743at5125	6	OK
211744at5125	6	OK
211747at5125	6	OK
211748at5125	6	OK
211771at5125	6	OK
211780at5125	6	OK
211782at5125	6	OK
211785at5125	6	OK
211798at5125	6	OK
211801at5125	6	OK
211803at5125	6	OK
211817at5125	6	OK
211830at5125	6	OK
211911at5125	6	OK
211916at5125	6	OK
211934at5125	6	OK
211944at5125	6	OK
211948at5125	6	OK
211952at5125	6	OK
211957at5125	6	OK
211964at5125	6	OK
211977at5125	6	OK
211978at5125	6	OK
211980at5125	6	OK
211983at5125	6	OK
211999at5125	6	OK
212007at5125	6	OK
212016at5125	6	OK
212056at5125	6	OK
212065at5125	6	OK
21210at5125	6	OK
212114at5125	6	OK
212115at5125	6	OK
212144at5125	6	OK
212154at5125	6	OK
212171at5125	6	OK
212202at5125	6	OK
212211at5125	6	OK
212277at5125	6	OK
212285at5125	6	OK
212314at5125	6	OK
212332at5125	6	OK
212341at5125	6	OK
212343at5125	6	OK
212368at5125	6	OK
212387at5125	6	OK
212388at5125	6	OK
212401at5125	6	OK
212402at5125	6	OK
212406at5125	6	OK
212467at5125	6	OK
212486at5125	6	OK
212490at5125	6	OK
212492at5125	6	OK
212495at5125	6	OK
212510at5125	6	OK
212517at5125	6	OK
212522at5125	6	OK
212534at5125	6	OK
212549at5125	6	OK
212574at5125	6	OK
212591at5125	6	OK
212598at5125	6	OK
212645at5125	6	OK
212651at5125	6	OK
212682at5125	6	OK
212684at5125	6	OK
212691at5125	6	OK
212703at5125	6	OK
212736at5125	6	OK
212739at5125	6	OK
212741at5125	6	OK
212749at5125	6	OK
212768at5125	6	OK
212788at5125	6	OK
212797at5125	6	OK
212806at5125	6	OK
212829at5125	6	OK
212830at5125	6	OK
212831at5125	6	OK
212849at5125	6	OK
212874at5125	6	OK
212877at5125	6	OK
212885at5125	6	OK
212892at5125	6	OK
212920at5125	6	OK
212942at5125	6	OK
212957at5125	6	OK
212964at5125	6	OK
212965at5125	6	OK
212969at5125	6	OK
212983at5125	6	OK
212986at5125	6	OK
213004at5125	6	OK
213007at5125	6	OK
213018at5125	6	OK
213023at5125	6	OK
213058at5125	6	OK
213060at5125	6	OK
213080at5125	6	OK
213089at5125	6	OK
213123at5125	6	OK
213145at5125	6	OK
213167at5125	6	OK
213183at5125	6	OK
213184at5125	6	OK
213215at5125	6	OK
213225at5125	6	OK
213251at5125	6	OK
213269at5125	6	OK
213275at5125	6	OK
213279at5125	6	OK
213305at5125	6	OK
213358at5125	6	OK
213370at5125	6	OK
213372at5125	6	OK
213392at5125	6	OK
213393at5125	6	OK
213396at5125	6	OK
213405at5125	6	OK
213411at5125	6	OK
213421at5125	6	OK
213424at5125	6	OK
213450at5125	6	OK
213453at5125	6	OK
213464at5125	6	OK
213510at5125	6	OK
213515at5125	6	OK
213534at5125	6	OK
213546at5125	6	OK
213555at5125	6	OK
213570at5125	6	OK
213589at5125	6	OK
213609at5125	6	OK
213611at5125	6	OK
213616at5125	6	OK
213624at5125	6	OK
213636at5125	6	OK
213644at5125	6	OK
213695at5125	6	OK
213715at5125	6	OK
213719at5125	6	OK
213721at5125	6	OK
213746at5125	6	OK
213747at5125	6	OK
213754at5125	6	OK
213755at5125	6	OK
213760at5125	6	OK
213762at5125	6	OK
213766at5125	6	OK
213773at5125	6	OK
213780at5125	6	OK
213782at5125	6	OK
213792at5125	6	OK
213803at5125	6	OK
213806at5125	6	OK
213834at5125	6	OK
213854at5125	6	OK
213869at5125	6	OK
213870at5125	6	OK
213889at5125	6	OK
213920at5125	6	OK
213926at5125	6	OK
213931at5125	6	OK
213934at5125	6	OK
213947at5125	6	OK
213968at5125	6	OK
213974at5125	6	OK
213979at5125	6	OK
214002at5125	6	OK
214010at5125	6	OK
214015at5125	6	OK
214020at5125	6	OK
214040at5125	6	OK
214066at5125	6	OK
214067at5125	6	OK
214073at5125	6	OK
214076at5125	6	OK
214081at5125	6	OK
214095at5125	6	OK
214134at5125	6	OK
214164at5125	6	OK
214167at5125	6	OK
214178at5125	6	OK
214228at5125	6	OK
214292at5125	6	OK
214347at5125	6	OK
214387at5125	6	OK
214388at5125	6	OK
214395at5125	6	OK
214414at5125	6	OK
214425at5125	6	OK
214448at5125	6	OK
214450at5125	6	OK
214451at5125	6	OK
214463at5125	6	OK
214502at5125	6	OK
214507at5125	6	OK
214514at5125	6	OK
214520at5125	6	OK
214533at5125	6	OK
214541at5125	6	OK
214547at5125	6	OK
214563at5125	6	OK
214566at5125	6	OK
214580at5125	6	OK
214583at5125	6	OK
214615at5125	6	OK
214626at5125	6	OK
214647at5125	6	OK
214653at5125	6	OK
214697at5125	6	OK
214698at5125	6	OK
214705at5125	6	OK
214720at5125	6	OK
214735at5125	6	OK
214738at5125	6	OK
214766at5125	6	OK
214770at5125	6	OK
214800at5125	6	OK
214831at5125	6	OK
214839at5125	6	OK
214844at5125	6	OK
214850at5125	6	OK
214865at5125	6	OK
214866at5125	6	OK
214889at5125	6	OK
214893at5125	6	OK
214912at5125	6	OK
214932at5125	6	OK
214952at5125	6	OK
214983at5125	6	OK
214991at5125	6	OK
215013at5125	6	OK
215025at5125	6	OK
215043at5125	6	OK
215060at5125	6	OK
215062at5125	6	OK
215093at5125	6	OK
